80,30,30,-45,-15,100,36
80,30,0,-15,-15,0,12
80,30,0,-55,-15,0,12
80,30,0,-55,-15,0,12
80,10,0,-55,-15,0,12
80,10,0,0,-15,0,12
80,10,0,-15,-15,0,12
80,10,0,0,-15,0,12
80,10,0,-55,-15,0,12
80,10,30,-40,-15,100,36
80,10,0,-70,-15,0,12
80,10,0,-30,-15,0,12
80,30,0,-55,-15,0,12
80,30,0,-30,-15,0,12
30,10,45,-30,-15,100,0
80,30,0,-55,-15,0,12
80,30,0,-30,-15,0,12
80,30,50,-55,-15,100,36
80,10,0,-70,-15,0,12
80,10,35,-25,-15,0,18
80,10,0,0,-15,0,12
80,10,40,-40,-15,100,36
80,30,30,-55,-15,100,36
80,10,0,-55,-15,0,12
80,10,0,-45,-15,0,12
0,10,0,-45,-15,0,12
80,10,0,0,-15,0,12
80,10,30,-25,-15,100,36
80,30,15,-40,-15,0,12
80,30,30,-30,-15,100,36
80,30,10,0,-15,0,18
80,10,0,-55,-15,0,12
80,30,0,-55,-15,0,12
80,10,0,-30,-15,0,12
30,10,30,-55,-15,100,12
80,30,0,0,-15,0,12
80,30,0,-55,-15,0,12
80,10,0,-55,-15,0,10
80,10,0,-70,-15,0,12
80,30,15,-55,-15,0,12
80,30,0,0,-15,0,12
80,10,45,-55,-15,100,36
160,10,0,0,-15,0,36
80,10,45,-55,-15,100,36
80,30,0,-55,-15,0,12
80,30,30,-25,-15,100,36
80,30,0,-25,-15,0,12
0,10,0,-45,-15,0,10
80,30,30,-55,-15,100,36
80,30,0,-25,-15,0,12
80,10,25,0,-15,0,15
80,10,0,-70,-15,0,12
80,30,20,-30,-15,0,14
80,30,0,-55,-15,0,12
80,10,0,-45,-15,0,12
80,30,15,0,-15,0,12
80,30,30,-55,-15,100,36
80,10,0,-55,-15,0,12
80,30,0,-45,-15,0,12
80,30,30,-30,-15,100,36
80,10,0,-30,-15,0,12
80,10,20,-40,-15,0,12
0,10,0,-45,-15,0,10
80,10,0,-55,-15,0,12
80,30,30,-30,-15,100,36
80,30,0,-25,-15,0,12
80,10,0,-25,-15,0,12
0,10,0,-55,-15,0,12
30,10,10,-55,-15,0,12
0,30,0,-30,-15,0,12
80,30,0,-60,-15,0,12
80,10,0,-85,-15,0,12
80,30,40,-40,-15,100,36
30,10,30,-40,-15,100,36
80,10,0,-30,-15,0,12
80,10,0,-30,-15,0,12
80,10,30,0,-15,100,36
30,10,10,-25,-15,0,7
80,30,45,-30,-15,100,36
80,30,0,-30,-15,0,12
80,30,0,-55,-15,0,12
80,30,0,-70,-15,0,12
80,10,0,-25,-15,0,12
160,30,0,-70,-15,0,36
