80,8,20,-45,-15,0,1
80,10,0,-55,-15,0,1
80,8,0,0,-15,0,1
80,8,0,-30,-15,0,1
80,8,0,-30,-15,0,1
80,8,30,-55,-15,100,3
80,10,30,-25,-15,100,3
80,8,0,-30,-15,0,1
80,8,0,-25,-15,0,1
0,8,0,-40,-15,0,1
80,8,0,-55,-15,0,1
80,10,30,-55,-15,100,3
80,8,0,-55,-15,0,1
80,8,0,-15,-15,0,1
30,8,10,-55,-15,0,1
80,10,0,-55,-15,0,1
80,10,0,-70,-15,0,1
80,10,0,-25,-15,0,1
80,10,30,-55,-15,100,3
30,8,0,-30,-15,0,1
80,10,0,-25,-15,0,1
80,10,0,-55,-15,0,1
80,10,30,-55,-15,100,3
80,10,0,0,-15,0,1
80,8,0,-70,-15,0,1
80,10,0,-30,-15,0,1
80,10,0,-70,-15,0,1
80,8,10,-25,-15,0,1
80,8,0,-45,-15,0,1
80,8,30,0,-15,100,3
30,10,55,0,-15,100,1
80,10,0,-55,-15,0,1
80,10,30,-25,-15,100,3
80,8,20,-70,-15,0,1
80,8,0,-45,-15,0,1
160,10,0,0,-15,0,3
80,10,30,-55,-15,100,3
30,8,10,-30,-15,0,1
30,8,0,-30,-15,0,1
80,10,30,-70,-15,100,3
110,10,0,0,-15,0,1
80,8,30,0,-15,100,3
80,10,0,-30,-15,0,1
80,8,0,-45,-15,0,1
80,10,0,-40,-15,0,1
80,10,0,-85,-15,0,1
30,8,20,-40,-15,0,1
80,8,30,-30,-15,100,3
80,10,0,-70,-15,0,1
80,10,0,-70,-15,0,1
80,8,0,-45,-15,0,1
160,8,0,-30,-15,0,3
80,8,0,-100,-15,0,1
80,10,30,-70,-15,100,3
30,8,40,-30,-15,100,1
80,8,0,0,-15,0,1
80,10,0,-55,-15,0,1
80,8,30,-45,-15,100,3
0,10,30,-30,-15,100,3
80,8,30,-30,-15,100,3
80,10,0,-30,-15,0,1
30,10,40,0,-15,100,3
0,10,30,-30,-15,100,3
80,10,0,-70,-15,0,1
0,8,0,-25,-15,0,1
80,8,0,-55,-15,0,1
30,10,30,-55,-15,100,1
80,10,0,-55,-15,0,1
